"TOA5","Buchillon","CR6","2688","CR6.Std.05.01","CPU:buchillon_v2_1.CR6","45961","CPIStatus"
"TIMESTAMP","RECORD","BusLoad","ModuleReportCount","ActiveModules","BuffErr","RxErrMax","TxErrMax","FrameErr","ModuleInfo(1)","ModuleInfo(2)","ModuleInfo(3)","ModuleInfo(4)","ModuleInfo(5)","ModuleInfo(6)"
"TS","RN","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"2016-12-04 05:05:01.172",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 06:05:01.151",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 07:05:01.202",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 08:05:01.342",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 09:05:01.308",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 10:05:01.365",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 11:05:01.466",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 12:05:01.444",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 13:05:00.67",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 14:05:00.744",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 15:05:00.846",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 16:05:00.826",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 17:05:00.912",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 18:05:01.054",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 19:05:00.963",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 20:05:01.003",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 21:05:01.23",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 22:05:01.133",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-04 23:05:01.096",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 00:05:01.089",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 01:05:01.267",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 02:05:01.318",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 03:05:01.243",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 04:05:01.668",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 05:05:01.397",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 06:05:01.373",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 07:05:00.676",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 08:05:00.853",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 09:05:00.829",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 10:05:00.757",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 11:05:00.984",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 12:05:01.035",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 13:05:00.987",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 14:05:00.867",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
"2016-12-05 15:05:01.029",5,0,1,1,0,0,0,0,"CDM-A108,1266,CDM-A100,1,Active","","","","",""
