"TOA5","Buchillon","CR6","2688","CR6.Std.03","CPU:buchillon_v2_1.CR6","10245","CPIStatus"
"TIMESTAMP","RECORD","BusLoad","RXOvf","NoSvc","MsgErr","RxErrMax","TxErrMax","FrameErr","ModuleInfo(1)","ModuleInfo(2)","ModuleInfo(3)","ModuleInfo(4)","ModuleInfo(5)","ModuleInfo(6)","ModuleInfo(7)","ModuleInfo(8)","ModuleInfo(9)","ModuleInfo(10)"
"TS","RN","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"2016-09-08 14:05:37.044",2461,0,0,0,0,2,142,18,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-08 15:00:02.131",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-08 16:05:23.949",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-08 17:05:10.225",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-08 18:05:10.772",2529,0.5625,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-08 19:05:01.215",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-08 20:05:00.969",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-08 21:05:01.682",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-08 22:05:01.325",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-08 23:05:01.143",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 00:05:01.802",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 01:05:01.288",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 02:05:01.231",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 03:05:01.433",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 04:05:01.332",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 05:05:11.121",2529,0.5625,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 06:05:01.008",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 07:05:00.685",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 08:05:00.546",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 09:05:01.268",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 10:05:00.726",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 11:05:00.734",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 12:05:00.74",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 13:05:00.793",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
"2016-09-09 14:05:00.946",2529,0,0,0,0,0,0,19,"CDM-A108,1266,CDM-A100,1,Active","","","","","","","","",""
